ID	MS	Mp	VFN	Mh	Man	MMS	TAN	T	Va	Ve	Mk	Cn	Ct	Cr	m (kg)	ID	Mt	Enedc (g/km)	Ewltp (g/km)	W (mm)	At1 (mm)	At2 (mm)	Ft	Fm	ec (cm3)	ep (KW)	z (Wh/km)	It	Ernedc (g/km)	Erwltp (g/km)	De	Vf	r
5421426	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0027628	SKODA	KAROQ EDITION TSI S-A	M1	M1	1393	5421426		127		1537	2624	1572	Petrol	M	1498			e8 19	1				1
12578322	HR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO a.s. tr. Vaclava Klementa 869 Mlada Boleslav II 293 01 Mlada Boleslav  CZ	e8*2007/46*0320*00	NH	ABCUSB	NFM5FM5A4054STN761SK	SKODA	RAPID	M1	M1	1239	12578322		104		1478	2590	1441	Diesel	M	1422	66							1
9355212	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFD6FD6D9002STVLN657	SKODA	OCTAVIA	M1	M1	1374	9355212		119		1540	2667	1549	DIESEL	M	1968	110							1
3418092	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0027628	SKODA	KAROQ EDITION TSI S-A	M1	M1	1393	3418092		127		1537	2624	1572	Petrol	M	1498			e8 19	1				1
15193105	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0272*01	NU	ACDADAX0	NFD7FD7CW0028628	ÂŠKODA	KAROQ	M1	M1	1393	15193105		127		1572	2624	1572	Petrol	M	1498	110		e19	1				1
9354326	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFD6FD6D9002STVLN657	SKODA	OCTAVIA	M1	M1	1374	9354326		119		1540	2667	1549	DIESEL	M	1968	110							1
3297197	GB			NISSAN	NISSAN INTERNATIONAL SA	Nissan	e11*2007/46*0963*17	J11	D	D03	NISSAN	QASHQAI N-CONNECTA DIG-T	M1	M1	1350	3297197		129		2646	1560	1560	PETROL	M	1197								1
14844002	IT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0319*00	5J	ABCHYBX01	NFM5FM5CF008N617	SKODA	FABIA	M1	M1	1080	14844002		111		1435	2455	1441	PETROL	M	999	55							1
269939	DK	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0319*00	5J	ACCHZCX01	NFD7FD7CW001N627	Skoda	FABIA	M1	M1	1188	269939		107		1435	2455	1441	Petrol	M	999	81							1
4387197	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5N617	SKODA	KODIAQ	M1G		1752	4387197		150		1566	2788	1576	Diesel	M	1968	140							1
5386694	GB	VW GROUP PC	IP-08-TMB-2018-0056	SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0318*02	5E	AADKRFX0	NFM6FM6AJ0167CPSTVLN1B7A	SKODA	OCTAVIA SE TSI	M1	M1	1246	5386694	1360	107	127	1524	2667	1533	Petrol	M	999							0	1
9464288	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYA	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	926	9464288		101		1424	2407	1428	PETROL	M	999	44							1
10982507	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*03	NU	ACDFFAX1	NAD7AD7GC0054637	SKODA	KAROQ	M1	M1	1591	10982507		137		1547	2629	1576	Diesel	M	1968	110							1
7951211	DE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E9*2007/46*3142*04	JHH	SFJK1JX	5CDPZN00LBP	FORD	FIESTA	M1	M1	1234	7951211		105		2493	1513	1476	PETROL	M	998	74							1
7986517	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986517	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986518	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986518	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986519	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986519	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986520	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986520	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986521	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986521	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986522	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986522	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986523	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986523	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986524	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986524	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986525	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986525	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986526	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986526	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986528	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986528	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986529	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986529	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986530	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986530	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986531	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986531	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
7986532	DE	FORD-WERKE GMBH	IP-11-WF0-2017-0038	FORD WERKE GMBH	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1911*01	DEH	B3DA1NX	5APBZ6ABYAK	FORD	FOCUS	M1	M1	1322	7986532	1441	107	128	2700	1576	1571	PETROL	M	999	74					0.038	0	1
13705398	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH		e1*98/14*0191*18				FORD	FIESTA		M1	1102	13705398		139		2486			PETROL	M	1242	55							1
12645531	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*22	DYB	M1DD16X	5CGBCAMC	FORD	FOCUS	M1	M1	1316	12645531		110		2648	1554	1544	Petrol	M	999	92							1
12645532	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*22	DYB	M1DD16X	5CGBCAMC	FORD	FOCUS	M1	M1	1316	12645532		110		2648	1554	1544	Petrol	M	999	92							1
12645540	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	SFJK1JX	5CDPZN00KAR	FORD	FIESTA	M1	M1	1163	12645540		97		2493	1503	1466	Petrol	M	998	74							1
12645541	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	XYJB1JX	5AEPZN00KAP	FORD	FIESTA	M1	M1	1135	12645541		101		2493	1503	1466	Petrol	M	1084	63							1
12645542	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	XYJB1JX	5AEPZN00KAP	FORD	FIESTA	M1	M1	1135	12645542		101		2493	1503	1466	Petrol	M	1084	63							1
12645543	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	XYJB1JX	5AEPZN00KAP	FORD	FIESTA	M1	M1	1135	12645543		101		2493	1503	1466	Petrol	M	1084	63							1
12645544	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	SFJK1JX	5CDPZN00KAW	FORD	FIESTA	M1	M1	1163	12645544		97		2493	1503	1466	Petrol	M	998	74							1
12645545	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	XYJB1JX	5AEPZN00KAP	FORD	FIESTA	M1	M1	1135	12645545		101		2493	1503	1466	Petrol	M	1084	63							1
12645546	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	XYJB1JX	5AEPZN00KAP	FORD	FIESTA	M1	M1	1135	12645546		101		2493	1503	1466	Petrol	M	1084	63							1
12645547	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	SFJK1JX	5CDPZN00KAW	FORD	FIESTA	M1	M1	1163	12645547		97		2493	1508	1471	Petrol	M	998	74							1
12645548	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	XYJB1JX	5AEPZN00KAP	FORD	FIESTA	M1	M1	1135	12645548		101		2493	1503	1466	Petrol	M	1084	63							1
12645549	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*3142*01	JHH	SFJK1JX	5CDPZN00KAR	FORD	FIESTA	M1	M1	1163	12645549		97		2493	1503	1466	Petrol	M	998	74							1
12645679	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDU	FORD	ECOSPORT	M1	M1	1348	12645679		119		2519	1519	1517	Petrol	M	998	92							1
12645680	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDU	FORD	ECOSPORT	M1	M1	1348	12645680		119		2519	1519	1517	Petrol	M	998	92							1
12645681	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDV	FORD	ECOSPORT	M1	M1	1348	12645681		119		2519	1519	1517	Petrol	M	998	92							1
12645682	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDV	FORD	ECOSPORT	M1	M1	1348	12645682		119		2519	1519	1517	Petrol	M	998	92							1
12645683	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDU	FORD	ECOSPORT	M1	M1	1348	12645683		119		2519	1519	1517	Petrol	M	998	92							1
10654108	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654108		105		2648	1544	1534	Diesel	M	1499	88							1
10654109	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654109		105		2648	1544	1534	Diesel	M	1499	88							1
10654110	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654110		105		2648	1544	1534	Diesel	M	1499	88							1
10654111	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654111		105		2648	1544	1534	Diesel	M	1499	88							1
10654112	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654112		105		2648	1544	1534	Diesel	M	1499	88							1
10654113	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654113		105		2648	1544	1534	Diesel	M	1499	88							1
10654114	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654114		105		2648	1544	1534	Diesel	M	1499	88							1
10654115	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654115		105		2648	1544	1534	Diesel	M	1499	88							1
10654116	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654116		105		2648	1544	1534	Diesel	M	1499	88							1
10654117	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654117		105		2648	1544	1534	Diesel	M	1499	88							1
10654118	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654118		105		2648	1544	1534	Diesel	M	1499	88							1
10654119	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654119		105		2648	1544	1534	Diesel	M	1499	88							1
10654120	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654120		105		2648	1544	1534	Diesel	M	1499	88							1
10654121	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654121		105		2648	1544	1534	Diesel	M	1499	88							1
10654122	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654122		105		2648	1544	1534	Diesel	M	1499	88							1
10654123	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654123		105		2648	1544	1534	Diesel	M	1499	88							1
10654124	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654124		105		2648	1544	1534	Diesel	M	1499	88							1
10654125	ES	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD WERKE GMBH	E13*2007/46*1138*23	DYB	XWDA15X	5DAA0AMC	FORD	FOCUS	M1	M1	1343	10654125		105		2648	1544	1534	Diesel	M	1499	88							1
13598085	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*01	JHH	XUJG1JX	5DCDZN00LAX	FORD	FIESTA	M1	M1	1186	13598085		93		2493	1503	1466	DIESEL	M	1499	63							1
13598087	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*01	JHH	XUJG1JX	5DCDZN00LAX	FORD	FIESTA	M1	M1	1186	13598087		93		2493	1503	1466	DIESEL	M	1499	63							1
13598088	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1103*20	DXA	XWDB1VX	5HAAZB00N1A	FORD	C-MAX	M1	M1	1403	13598088		105		2648	1554	1564	DIESEL	M	1499	88							1
13598090	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	T7MA1AX	5NNAZA00P1E	FORD	KUGA	M1	M1	1614	13598090		122		2690	1569	1570	DIESEL	M	1997	110							1
13598091	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*01	JHH	XYJC1JX	5AEPZN00KA2	FORD	FIESTA	M1	M1	1130	13598091		107		2493	1503	1466	PETROL	M	1084	63							1
13598101	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*19	JK8	XUJH11X	5ACDZN00MDK	FORD	ECOSPORT	M1	M1	1357	13598101		107		2519	1519	1517	DIESEL	M	1499	74							1
13598103	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*01	JHH	XUJG1JX	5DCDZN00LAX	FORD	FIESTA	M1	M1	1186	13598103		93		2493	1503	1466	DIESEL	M	1499	63							1
13598109	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1138*23	DYB	XXDC16X	5DAABAMC	FORD	FOCUS	M1	M1	1362	13598109		99		2648	1559	1549	DIESEL	M	1499	70							1
13598111	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDU	FORD	ECOSPORT	M1	M1	1348	13598111		119		2519	1519	1517	PETROL	M	998	92							1
13598114	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDU	FORD	ECOSPORT	M1	M1	1348	13598114		119		2519	1519	1517	PETROL	M	998	92							1
13598119	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	XWMB1AX	5DGAZA00P1C	FORD	KUGA	M1	M1	1591	13598119		115		2690	1569	1570	DIESEL	M	1499	88							1
13598121	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*03	JHH	XUJG1FX	5DCDZN00KAT	FORD	FIESTA	M1	M1	1158	13598121		90		2493	1503	1466	DIESEL	M	1499	63							1
13598123	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	XWMB1AX	5DGAZA00P1C	FORD	KUGA	M1	M1	1591	13598123		115		2690	1569	1570	DIESEL	M	1499	88							1
13991336	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*19	JK8	XUJH11X	5ACDZN00MDK	FORD	ECOSPORT	M1	M1	1357	13991336		107		2519	1519	1517	DIESEL	M	1499	74							1
13991338	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*07	JHH	XUJM1JX	5DCDZNABHAY	FORD	FIESTA	M1	M1	1213	13991338	1323	96	125	2493	1508	1471	DIESEL	M	1499	63							1
13991340	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*22	JK8	Z2JA11X	5BDDZNAB6SF	FORD	ECOSPORT	M1	M1	1395	13991340	1463	110	132	2519	1519	1517	DIESEL	M	1499	74							1
13991341	IT	FORD-WERKE GMBH	IP-11-WF0-2017-0023	FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1103*21	DXA	XWDG1VX	5HAAZ6AA466	FORD	C-MAX	M1	M1	1498	13991341	1610	125	153	2648	1554	1564		M	1499	88							1
7803051	DE			Duplicate	FORD-WERKE GMBH	FORD (D)	E13*2007/46*1138*23	DYB	T8DA15X	5SJAC5NF	FORD	FOCUS	M1	M1	1490	7803051		119		2648	1554	1544	DIESEL	M	1997	136							1
13991354	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*07	JHH	XUJM1JX	5DCDZNABHAY	FORD	FIESTA	M1	M1	1213	13991354	1349	98	131	2493	1503	1466		M	1499	63							1
13991357	IT	FORD-WERKE GMBH	IP-11-WF0-2017-0023	FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1103*21	DXA	XWDG1VX	5HAAZ6AA466	FORD	C-MAX	M1	M1	1498	13991357	1610	125	153	2648	1554	1564		M	1499	88							1
13991391	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*07	JHH	XUJN1JX	5DCDZNABPAX	FORD	FIESTA	M1	M1	1209	13991391	1335	101	129	2493	1503	1466	DIESEL	M	1499	63							1
13991393	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*07	JHH	XUJN1JX	5DGDZNABNBZ	FORD	FIESTA	M1	M1	1261	13991393	1390	108	138	2493	1513	1476	DIESEL	M	1499	63							1
13991397	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e1*98/14*0194*36	JU2	SFCF1LX	5AKPZNACJAH	FORD	TOURNEO COURIER	M1	M1	1324	13991397	1504	131	154	2489	1496	1484	PETROL	M	998	74							1
13991401	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*23	JK8	SFJL11X	5AAPZNAB3DV	FORD	ECOSPORT	M1	M1	1349	13991401	1423	120	145	2519	1519	1517	PETROL	M	998	74							1
13991402	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*24	JK8	M1JU11X	5AAPZNAB4DV	FORD	ECOSPORT	M1	M1	1349	13991402	1438	119	147	2519	1519	1517	PETROL	M	998	92							1
13991409	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*02	DEH	ZTDA1NX	5ZGAZ6ACBAQ	FORD	FOCUS	M1	M1	1363	13991409	1519	99	127	2700	1561	1556	DIESEL	M	1499	88							1
13991410	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*02	DEH	Z2DA1NX	5ZEAZ6ACCAQ	FORD	FOCUS	M1	M1	1363	13991410	1464	91	115	2700	1571	1566	DIESEL	M	1499	70							1
13991411	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*08	JHH	SFJN1JX	5CDPZNABDAX	FORD	FIESTA	M1	M1	1190	13991411	1317	110	129	2493	1503	1466	PETROL	M	998	74							1
13991414	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*08	JHH	XPJD1JX	5APPZNAB9AM	FORD	FIESTA	M1	M1	1152	13991414	1247	117	135	2493	1508	1471	PETROL	M	1084	52							1
13991416	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*23	JK8	Z2JA11X	5BDDZNAB6DF	FORD	ECOSPORT	M1	M1	1395	13991416	1469	110	132	2519	1519	1517	DIESEL	M	1499	74							1
