ID	MS	Mp	VFN	Mh	Man	MMS	TAN	T	Va	Ve	Mk	Cn	Ct	Cr	m (kg)	ID	Mt	Enedc (g/km)	Ewltp (g/km)	W (mm)	At1 (mm)	At2 (mm)	Ft	Fm	ec (cm3)	ep (KW)	z (Wh/km)	It	Ernedc (g/km)	Erwltp (g/km)	De	Vf	r
13991420	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*22	JK8	Z2JA11X	5BDDZNAB6SF	FORD	ECOSPORT	M1	M1	1395	13991420	1486	110	134	2519	1519	1517		M	1499	74							1
13991422	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*21	JK8	M1JU11X	5AAPZNAB4SV	FORD	ECOSPORT	M1	M1	1349	13991422	1425	120	145	2519	1519	1517		M	998	92							1
13991424	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*02	DEH	ZTDA1NX	5ZGAZ6ACBAQ	FORD	FOCUS	M1	M1	1363	13991424	1480	93	120	2700	1571	1566	DIESEL	M	1499	88							1
13991426	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*24	JK8	Z2JA11X	5BDDZNAB6DF	FORD	ECOSPORT	M1	M1	1395	13991426	1475	110	130	2519	1519	1517	DIESEL	M	1499	74							1
13991427	IT	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*02	DEH	B7DA1NX	5APBZ6AB7AK	FORD	FOCUS	M1	M1	1322	13991427	1439	107	129	2700	1571	1566	PETROL	M	999	92							1
7798010	DE			AA-IVA	AA-IVA	FORD (D)		DEH				FOCUS	M1	M1	1288	7798010		99					DIESEL	M	1499	88							1
12799305	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*48	DM2	XWMD1AX	5DGAZ6AA71C	FORD	KUGA	M1	M1	1654	12799305	1771	136	159	2690	1569	1570	Diesel	M	1499	88					0.014	0	1
12799306	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*47	DM2	XWMD1AX	5DGAZ6AA71C	FORD	KUGA	M1	M1	1654	12799306	1808	136	161	2690	1569	1570	Diesel	M	1499	88					0.014	0	1
12799307	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*48	DM2	BNMC1AX	5TNBZ6ABW1C	FORD	KUGA	M1	M1	1630	12799307	1714	177	193	2690	1569	1570	Petrol	M	1498	88					0.037	0	1
12799308	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*47	DM2	M8MD1AX	5TNBZ6ABU1C	FORD	KUGA	M1	M1	1630	12799308	1758	181	195	2690	1569	1570	Petrol	M	1498	110					0.04	0	1
12799309	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*47	DM2	BNMC1AX	5TNBZ6ABW1C	FORD	KUGA	M1	M1	1630	12799309	1710	177	192	2690	1569	1570	Petrol	M	1498	88					0.037	0	1
12799310	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*47	DM2	XRMC1AX	5SUAZ6AA91F	FORD	KUGA	M1	M1	1751	12799310	2004	164	198	2690	1569	1570	Diesel	M	1997	88							1
12799311	BE	FORD-WERKE GMBH	IP-11-WF0-2017-0010	FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*48	DM2	T7MD1AX	5NNAZ6AAU1E	FORD	KUGA	M1	M1	1722	12799311	1835	154	195	2690	1569	1570	Diesel	M	1997	110							1
12799312	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*47	DM2	M8MD1AX	5TNBZ6ABU1C	FORD	KUGA	M1	M1	1630	12799312	1736	181	194	2690	1569	1570	Petrol	M	1498	110					0.04	0	1
12799313	BE	FORD-WERKE GMBH	IP-11-WF0-2017-0010	FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0109*48	DM2	T7MD1AX	5NNAZ6AAU1E	FORD	KUGA	M1	M1	1722	12799313	1831	144	183	2690	1569	1570	Diesel	M	1997	110							1
12799314	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e11*2007/46*0676*09	FAC	YNFS1RBX	E8APAZCBSAYD	FORD	TOURNEO CUSTOM	M1	M1	2376	12799314		183		2933	1742	1744	Diesel	M	1995	125							1
12799315	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e11*2007/46*0676*10	FAC	YNFA1DBX	E9WJASABCACSD	FORD	TOURNEO CUSTOM	M1	M1	2333	12799315	2585	178	228	2933	1744	1744	Diesel	M	1995	125						0	1
12799316	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e11*2007/46*0676*10	FAC	YNFA1DBX	E9WJCSABCACSD	FORD	TOURNEO CUSTOM	M1	M1	2375	12799316	2631	178	230	3300	1744	1744	Diesel	M	1995	125						0	1
12799317	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e11*2007/46*0676*09	FAC	YMFS1DBX	S9APCZCBSAYE	FORD	TOURNEO CUSTOM	M1	M1	2376	12799317		183		3300	1732	1734	Diesel	M	1995	96							1
12799318	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e11*2007/46*0676*10	FAC	YMFA1DBX	S9WJCSABCACQC	FORD	TOURNEO CUSTOM	M1	M1	2331	12799318	2625	178	219	3300	1734	1734	Diesel	M	1995	96						0	1
12799319	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e11*2007/46*0676*10	FAC	YNFA1DSX	E8WJCSABCACSD	FORD	TOURNEO CUSTOM	M1	M1	2405	12799319	2692	178	233	3300	1744	1744	Diesel	M	1995	125						0	1
12799320	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e11*2007/46*0676*09	FAC	YMFS1RBX	E9WJCZCBSAYD	FORD	TOURNEO CUSTOM	M1	M1	2372	12799320		164		3300	1742	1744	Diesel	M	1995	96							1
12799321	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e11*2007/46*0676*09	FAC	YMFS1RBX	E9WJCZCBSAYD	FORD	TOURNEO CUSTOM	M1	M1	2372	12799321		164		3300	1742	1744	Diesel	M	1995	96							1
12799681	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e13*2001/116*0185*32	WA6	YMCB1KX	7CBAZNADVFT	FORD	GALAXY	M1	M1	1924	12799681	2196	133	167	2850	1606	1606	Diesel	M	1995	110						0	1
12799682	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*06	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799682	1247	114	131	2493	1503	1466	Petrol	M	1084	62						0	1
12799683	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*06	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799683	1247	114	131	2493	1503	1466	Petrol	M	1084	62						0	1
12799684	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*07	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799684	1249	114	130	2493	1508	1471	Petrol	M	1084	62						0	1
12799685	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*06	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799685	1247	114	131	2493	1503	1466	Petrol	M	1084	62						0	1
12799686	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*06	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799686	1247	114	131	2493	1503	1466	Petrol	M	1084	62						0	1
12799687	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*06	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799687	1247	114	131	2493	1503	1466	Petrol	M	1084	62						0	1
12799688	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*07	JHH	XYJD1JX	5APPZNABLAP	FORD	FIESTA	M1	M1	1157	12799688	1250	114	130	2493	1508	1471	Petrol	M	1084	62						0	1
12799689	BE	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD MOTOR COMPANY	e9*2007/46*3142*07	JHH	YZJA1JX	5FHPLNABBCT	FORD	FIESTA	M1	M1	1283	12799689	1411	136	158	2493	1513	1476	Petrol	M	1496	147		e919	1.huhti			0	1
12799853	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e11*2007/46*0676*09	FAC	YMFS1RBX	E9WJAZCBSAXD	FORD	TOURNEO CUSTOM	M1	M1	2328	12799853		162		2933	1742	1744	Diesel	M	1995	96							1
12799854	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1616*05	DYB-RS	YVDA45Z	5RSBC6PF	FORD	CNG-TECHNIK RS	M1	M1	1560	12799854		175		2648	1565	1539	Petrol	M	2261	257							1
12800066	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*23	DYB	XWDB15X	5DAABAMC	FORD	FOCUS	M1	M1	1343	12800066		99		2648	1554	1544	Diesel	M	1499	88							1
12800067	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*23	DYB	M1DD15X	5CGBCALC	FORD	FOCUS	M1	M1	1280	12800067		108		2648	1554	1544	Petrol	M	999	92							1
12800068	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*23	DYB	XWDB15X	5DAABAMC	FORD	FOCUS	M1	M1	1343	12800068		99		2648	1554	1544	Diesel	M	1499	88							1
12800069	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*23	DYB	XWDB15X	5DAABAMC	FORD	FOCUS	M1	M1	1343	12800069		99		2648	1554	1544	Diesel	M	1499	88							1
12800070	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*23	DYB	XWDB15X	5DAABAMC	FORD	FOCUS	M1	M1	1343	12800070		99		2648	1554	1544	Diesel	M	1499	88							1
12800071	BE	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e13*2007/46*1138*23	DYB	M1DD15X	5CGBCALC	FORD	FOCUS	M1	M1	1280	12800071		108		2648	1554	1544	Petrol	M	999	92							1
15025168	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0185*31	WA6	T8CJ4JX	7HCAZN00RFW	FORD	S-MAX	M1	M1	1809	15025168		149		2850	1606	1606	Diesel	M	1997	132							1
15025184	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1138*23	DYB	M8DD15X	5CDBBAMC	FORD	FOCUS	M1	M1	1325	15025184		127		2648	1554	1554	Petrol	M	1498	110							1
15025193	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*49	DM2	M8MD1AX	5TNBZ6AEQ1C	FORD	Kuga	M1	M1	1630	15025193	1760	164	185	2690	1569	1569	Petrol	M	1498	110							1
15025195	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*08	JHH	SFJN1JX	5CDPZNABDB6	FORD	Fiesta	M1	M1	1241	15025195	1322	113	134	2493	1513	1513	Petrol	M	998	73							1
15025236	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	M8MC1AX	5TNBZB00P1C	FORD	KUGA	M1	M1	1579	15025236		145		2690	1569	1569	Petrol	M	1498	110							1
15025246	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*07	JHH	SFJN1JX	5CDPZNABDAX	FORD	Fiesta	M1	M1	1190	15025246	1288	110	127	2493	1503	1503	Petrol	M	998	73							1
15025258	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*02	DEH	ZTDA1PX	5ZGAZ6ACBAW	FORD	Focus	M1	M1	1413	15025258	1520	97	121	2700	1571	1571	Diesel	M	1499	88							1
15025260	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*01	DEH	B7DA1NX	5APBZ6AB7AK	FORD	Focus	M1	M1	1322	15025260	1433	107	128	2700	1571	1571	Petrol	M	999	92							1
15025270	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1138*23	DYB	IQDC16X	5ECB0AMA	FORD	FOCUS	M1	M1	1300	15025270		139		2648	1554	1554	Petrol	M	1596	77							1
15025277	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*05	JHH	SFJN1JX	5CDPZNABDB6	FORD	FIESTA	M1	M1	1241	15025277	1322	113	134	2493	1503	1503	Petrol	M	998	73							1
15025301	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*48	DM2	M8MD1AX	5TNBZ6ABU1C	FORD	Kuga	M1	M1	1630	15025301	1741	181	194	2690	1569	1569	Diesel	M	1997	110							1
15025313	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*23	JK8	M1JU11X	5CBPZNABZDE	FORD	EcoSport	M1	M1	1391	15025313	1471	140	165	2519	1519	1519	Petrol	M	998	92							1
15025314	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e1*98/14*0194*37	JU2	SFCF1LX	5AKPZNACJAH	FORD	Tourneo Courier	M1	M1	1324	15025314	1504	131	154	2489	1496	1496	Petrol	M	998	73							1
15025350	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e11*2007/46*0676*09	FAC	YMFS1FBX	S6WJCZCBSAUC	FORD	Transit Custom	M1	M1	2111	15025350		159		3300	1732	1732	Diesel	M	1995	96							1
15025352	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e1*98/14*0194*33	JU2	SFCD1L	5BDAND	FORD	TOURNEO COURIER	M1	M1	1280	15025352		120		2489	1496	1496	Petrol	M	998	74							1
15025392	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*19	JK8	M1JJ11X	5AAPZN00MDU	FORD	ECOSPORT	M1	M1	1348	15025392		119		2519	1519	1519	Petrol	M	998	92							1
15025393	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*01	JHH	SFJK1JX	5CDPZN00KAW	FORD	FIESTA	M1	M1	1163	15025393		97		2493	1503	1503	Petrol	M	998	73							1
15025409	CZ	FORD-WERKE GMBH		FORD INDIA	FORD INDIA PRIVATE LIMITED	FORD INDIA PRIVATE LIMITED	e13*2007/46*1637*03	KAF	YSKD1UX	5BABAAJC	FORD	KA+	M1	M1	1055	15025409		114		2489	1472	1472	Petrol	M	1198	63							1
15025459	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	M8MC1AX	5TNBZB00P1C	FORD	KUGA	M1	M1	1579	15025459		145		2690	1569	1569	Petrol	M	1498	110							1
15025472	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*3142*08	JHH	SFJN1JX	5CDPZNABDB6	FORD	Fiesta	M1	M1	1241	15025472	1326	113	134	2493	1513	1513	Petrol	M	998	73							1
15025483	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2007/46*1911*02	DEH	B3DA1PX	5APBZ6ABYAT	FORD	Focus	M1	M1	1383	15025483	1487	107	129	2700	1571	1571	Petrol	M	999	74							1
15025486	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	M8MC1AX	5TNBZB00P1C	FORD	KUGA	M1	M1	1579	15025486		145		2690	1569	1569	Petrol	M	1498	110							1
15025508	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	M8MC1AX	5TNBZB00P1C	FORD	KUGA	M1	M1	1579	15025508		145		2690	1569	1569	Diesel	M	1997	110							1
15025539	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*47	DM2	M8MD1AX	5TNBZ6ABU1C	FORD	Kuga	M1	M1	1630	15025539	1739	181	194	2690	1569	1569	Petrol	M	1498	110							1
15025572	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0109*46	DM2	M8MC1AX	5TNBZB00P1C	FORD	KUGA	M1	M1	1579	15025572		145		2690	1569	1569	Diesel	M	1997	110							1
15025583	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e11*2007/46*0676*08	FAC	YNFS1FBX	M6WRCZCBSAUA	FORD	Transit Custom	M1	M1	2139	15025583		164		3300	1732	1732	Diesel	M	1995	96							1
15025587	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e11*2007/46*0676*10	FAC	YNFA1DBX	E8APASABCACVD	FORD	Tourneo Custom	M1	M1	2381	15025587	2637	183	235	2933	1744	1744	Diesel	M	1995	125							1
15025612	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0185*31	WA6	UNCJ1KX	7EBBZU00QAG	FORD	GALAXY	M1	M1	1708	15025612		149		2850	1606	1606	Diesel	M	1997	132							1
15025614	CZ	FORD-WERKE GMBH		FORD MOTOR COMPANY	FORD MOTOR COMPANY	FORD MOTOR COMPANY	e1*2007/46*1524*02	SBF	T9CE4YX	5HDAZN00SBB	FORD	EDGE	M1	M1	1949	15025614		152		2848	1645	1645	Diesel	M	1997	154							1
15025637	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e9*2007/46*0092*21	JK8	M1JU11X	5AAPZNAB4SV	FORD	EcoSport	M1	M1	1349	15025637	1428	120	145	2519	1519	1519	Petrol	M	998	92							1
15025644	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*36	BA7	T8CP4FX	5FJAZNAAKTY	FORD	Mondeo	M1	M1	1823	15025644	1949	165	183	2850	1589	1589	Diesel	M	1997	132							1
15025675	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0185*32	WA6	BCCC4KX	7NEAZNAD1F5	FORD	Galaxy	M1	M1	2019	15025675	2321	162	192	2850	1606	1606	Diesel	M	1995	140							1
15025725	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e11*2007/46*0801*07	FAD	YMFA1FCX	G7WTBSABCAC7A	FORD	Transit	M1	M1	2264	15025725	2560	172	246	3300	1732	1732	Diesel	M	1995	96							1
15025730	CZ	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e1*98/14*0194*37	JU2	SFCF1LX	5AKPZNACJAH	FORD	Tourneo Courier	M1	M1	1324	15025730	1504	131	154	2489	1496	1496	Petrol	M	998	73							1
8580757	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	TNCD1EX	5GBBZN00PBM	FORD	MONDEO	M1	M1	1564	8580757		171		2850	1587	1587	Petrol	M	1999	177							1
8580758	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*36	BA7	TNCD1EX	5GBBZN00PBM	FORD	MONDEO	M1	M1	1564	8580758		171		2850	1587	1587	Petrol	M	1999	177							1
8580759	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*36	BA7	R9CB1FX	5GBBZN00PBW	FORD	MONDEO	M1	M1	1584	8580759		176		2850	1587	1587	Petrol	M	1999	177							1
8580760	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*36	BA7	TNCD1FX	5GBBZN00PAW	FORD	MONDEO	M1	M1	1584	8580760		174		2850	1587	1587	Petrol	M	1999	177							1
8580761	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	TNCD1FX	5GBBZN00PBW	FORD	MONDEO	M1	M1	1584	8580761		176		2850	1587	1587	Petrol	M	1999	177							1
8580762	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	TNCD1FX	5GBBZN00PBW	FORD	MONDEO	M1	M1	1584	8580762		176		2850	1587	1587	Petrol	M	1999	177							1
8580763	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	TNCD1EX	5GBBZN00PBM	FORD	MONDEO	M1	M1	1564	8580763		171		2850	1587	1587	Petrol	M	1999	177							1
8580764	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	TNCD1EX	5GBBZN00PAM	FORD	MONDEO	M1	M1	1564	8580764		169		2850	1587	1587	Petrol	M	1999	177							1
8580765	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	R9CB1EX	5GBBZN00PAM	FORD	MONDEO	M1	M1	1564	8580765		169		2850	1587	1587	Petrol	M	1999	177							1
8580766	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*34	BA7	TNCD1DX	5GBBZN00PBL	FORD	MONDEO	M1	M1	1562	8580766		171		2850	1587	1587	Petrol	M	1999	177							1
8580767	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*36	BA7	TNCD1FX	5GBBZN00PAW	FORD	MONDEO	M1	M1	1584	8580767		174		2850	1587	1587	Petrol	M	1999	177							1
8580768	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*36	BA7	R9CB1EX	5GBBZN00PAM	FORD	MONDEO	M1	M1	1564	8580768		169		2850	1587	1587	Petrol	M	1999	177							1
8580769	PL	FORD-WERKE GMBH		FORD WERKE GMBH	FORD-WERKE GMBH	FORD-WERKE GMBH	e13*2001/116*0249*35	BA7	TNCD1EX	5GBBZN00PAM	FORD	MONDEO	M1	M1	1564	8580769		169		2850	1587	1587	Petrol	M	1999	177							1
2833792	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e8*2007/46*0319*00	5J	ABCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1110	2833792		101		1435	2455	1441	Petrol	M	999	70							1
3113421	PL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*25	5E	AACZDAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1255	3113421		121		1520	2667	1549	Petrol	M	1395	110							1
15187311	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0291*54	5J	ACCHZBX01	NFM5FM5DF002N617	ÂŠKODA	FABIA	M1	M1	1134	15187311		101		1441	2455	1441	Petrol	M	999	70							1
15027303	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*01	5J	ABCHYBX01	NFM5FM5CF0087CPN1C7A	ÂŠKODA	FABIA	M1	M1	1086	15027303	1203	111	129	1441	2455	1441	Petrol	M	999	55						0	1
10977913	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2001/116*0291*54	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	10977913		101		1457	2455	1463	Petrol	M	999	70							1
15131467	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0291*54	5J	ABCHZBX01	NFM5FM5DF002M617	ÂŠKODA	FABIA	M1	M1	1110	15131467		101		1441	2455	1441	Petrol	M	999	70							1
4386994	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5N617	SKODA	KODIAQ	M1G		1752	4386994		150		1566	2788	1576	Diesel	M	1968	140							1
